Id,SalePrice
2239,138240
2240,212480
2241,180224
2242,138240
2243,138240
2244,138240
2245,138240
2246,174848
2247,138240
2248,138240
2249,138240
2250,138240
2251,207104
2252,180224
2253,174848
2254,216832
2255,174848
2256,138240
2257,138240
2258,216832
2259,174848
2260,111616
2261,174848
2262,174848
2263,304640
2264,249088
2265,174848
2266,216832
2267,249088
2268,249088
2269,207104
2270,180224
2271,235776
2272,249088
2273,180224
2274,180224
2275,249088
2276,272384
2277,138240
2278,138240
2279,180224
2280,138240
2281,174848
2282,220672
2283,180224
2284,180224
2285,138240
2286,212480
2287,268032
2288,235776
2289,138240
2290,212480
2291,212480
2292,212480
2293,268032
2294,216832
2295,294912
2296,174848
2297,272384
2298,304640
2299,216832
2300,180224
2301,268032
2302,216832
2303,216832
2304,174848
2305,235776
2306,235776
2307,272384
2308,235776
2309,249088
2310,212480
2311,235776
2312,174848
2313,138240
2314,272384
2315,174848
2316,174848
2317,174848
2318,272384
2319,235776
2320,180224
2321,212480
2322,180224
2323,220672
2324,174848
2325,174848
2326,174848
2327,180224
2328,174848
2329,174848
2330,174848
2331,249088
2332,216832
2333,174848
2334,180224
2335,180224
2336,216832
2337,138240
2338,180224
2339,180224
2340,249088
2341,138240
2342,180224
2343,180224
2344,138240
2345,138240
2346,138240
2347,138240
2348,138240
2349,138240
2350,207104
2351,138240
2352,216832
2353,180224
2354,138240
2355,138240
2356,180224
2357,216832
2358,220672
2359,138240
2360,138240
2361,138240
2362,216832
2363,216832
2364,174848
2365,174848
2366,272384
2367,272384
2368,138240
2369,220672
2370,180224
2371,180224
2372,174848
2373,207104
2374,174848
2375,220672
2376,212480
2377,207104
2378,180224
2379,180224
2380,174848
2381,180224
2382,207104
2383,180224
2384,180224
2385,207104
2386,180224
2387,138240
2388,174848
2389,207104
2390,207104
2391,216832
2392,170496
2393,212480
2394,180224
2395,180224
2396,216832
2397,180224
2398,138240
2399,138240
2400,138240
2401,138240
2402,212480
2403,138240
2404,216832
2405,249088
2406,138240
2407,148224
2408,138240
2409,143872
2410,180224
2411,138240
2412,174848
2413,170496
2414,138240
2415,268032
2416,170496
2417,170496
2418,138240
2419,138240
2420,138240
2421,138240
2422,138240
2423,138240
2424,174848
2425,138240
2426,138240
2427,138240
2428,216832
2429,216832
2430,216832
2431,138240
2432,170496
2433,170496
2434,170496
2435,170496
2436,138240
2437,170496
2438,138240
2439,138240
2440,138240
2441,138240
2442,138240
2443,235776
2444,138240
2445,138240
2446,138240
2447,207104
2448,141056
2449,138240
2450,138240
2451,141056
2452,138240
2453,138240
2454,138240
2455,138240
2456,138240
2457,138240
2458,138240
2459,138240
2460,138240
2461,138240
2462,138240
2463,138240
2464,138240
2465,138240
2466,138240
2467,174848
2468,138240
2469,138240
2470,180224
2471,138240
2472,138240
2473,138240
2474,138240
2475,138240
2476,174848
2477,138240
2478,180224
2479,138240
2480,249088
2481,216832
2482,138240
2483,216832
2484,216832
2485,138240
2486,170496
2487,180224
2488,138240
2489,138240
2490,180224
2491,138240
2492,212480
2493,207104
2494,174848
2495,138240
2496,304640
2497,138240
2498,138240
2499,174848
2500,180224
2501,138240
2502,138240
2503,141056
2504,138240
2505,138240
2506,235776
2507,207104
2508,272384
2509,216832
2510,180224
2511,138240
2512,138240
2513,216832
2514,207104
2515,220672
2516,174848
2517,220672
2518,220672
2519,220672
2520,262656
2521,174848
2522,180224
2523,174848
2524,216832
2525,180224
2526,174848
2527,174848
2528,170496
2529,138240
2530,138240
2531,138240
2532,138240
2533,180224
2534,212480
2535,180224
2536,234752
2537,262656
2538,174848
2539,138240
2540,138240
2541,138240
2542,174848
2543,180224
2544,235776
2545,138240
2546,268032
2547,138240
2548,174848
2549,138240
2550,304640
2551,235776
2552,138240
2553,111616
2554,138240
2555,138240
2556,138240
2557,138240
2558,170496
2559,170496
2560,138240
2561,138240
2562,138240
2563,138240
2564,138240
2565,220672
2566,174848
2567,174848
2568,216832
2569,207104
2570,138240
2571,220672
2572,174848
2573,216832
2574,174848
2575,138240
2576,138240
2577,138240
2578,138240
2579,138240
2580,138240
2581,138240
2582,170496
2583,304640
2584,174848
2585,180224
2586,174848
2587,174848
2588,272384
2589,174848
2590,216832
2591,212480
2592,174848
2593,207104
2594,138240
2595,216832
2596,212480
2597,216832
2598,216832
2599,249088
2600,138240
2601,216832
2602,138240
2603,138240
2604,180224
2605,138240
2606,180224
2607,174848
2608,174848
2609,174848
2610,138240
2611,170496
2612,220672
2613,174848
2614,138240
2615,304640
2616,249088
2617,272384
2618,272384
2619,180224
2620,174848
2621,220672
2622,174848
2623,216832
2624,216832
2625,174848
2626,216832
2627,174848
2628,249088
2629,249088
2630,249088
2631,304640
2632,249088
2633,212480
2634,249088
2635,216832
2636,180224
2637,272384
2638,174848
2639,180224
2640,180224
2641,138240
2642,220672
2643,180224
2644,180224
2645,180224
2646,180224
2647,180224
2648,138240
2649,170496
2650,138240
2651,138240
2652,304640
2653,180224
2654,268032
2655,249088
2656,249088
2657,216832
2658,174848
2659,174848
2660,249088
2661,216832
2662,249088
2663,216832
2664,212480
2665,212480
2666,212480
2667,138240
2668,138240
2669,174848
2670,216832
2671,174848
2672,180224
2673,180224
2674,212480
2675,180224
2676,174848
2677,174848
2678,174848
2679,216832
2680,180224
2681,216832
2682,249088
2683,249088
2684,216832
2685,216832
2686,272384
2687,174848
2688,180224
2689,138240
2690,138240
2691,138240
2692,174848
2693,216832
2694,138240
2695,180224
2696,216832
2697,174848
2698,220672
2699,138240
2700,138240
2701,174848
2702,212480
2703,138240
2704,207104
2705,174848
2706,180224
2707,174848
2708,174848
2709,174848
2710,174848
2711,216832
2712,180224
2713,138240
2714,138240
2715,180224
2716,174848
2717,207104
2718,174848
2719,216832
2720,212480
2721,138240
2722,180224
2723,212480
2724,138240
2725,174848
2726,180224
2727,170496
2728,249088
2729,138240
2730,212480
2731,138240
2732,170496
2733,138240
2734,235776
2735,235776
2736,138240
2737,138240
2738,174848
2739,174848
2740,249088
2741,138240
2742,249088
2743,212480
2744,138240
2745,212480
2746,138240
2747,212480
2748,138240
2749,170496
2750,138240
2751,170496
2752,170496
2753,170496
2754,138240
2755,138240
2756,138240
2757,170496
2758,138240
2759,138240
2760,138240
2761,180224
2762,111616
2763,180224
2764,143872
2765,174848
2766,138240
2767,138240
2768,170496
2769,170496
2770,138240
2771,138240
2772,138240
2773,170496
2774,235776
2775,138240
2776,138240
2777,138240
2778,138240
2779,138240
2780,138240
2781,138240
2782,138240
2783,138240
2784,170496
2785,180224
2786,138240
2787,138240
2788,138240
2789,138240
2790,170496
2791,170496
2792,138240
2793,177664
2794,138240
2795,138240
2796,220672
2797,192768
2798,138240
2799,138240
2800,138240
2801,138240
2802,235776
2803,138240
2804,138240
2805,138240
2806,174848
2807,170496
2808,249088
2809,174848
2810,138240
2811,216832
2812,216832
2813,174848
2814,180224
2815,235776
2816,180224
2817,158464
2818,180224
2819,138240
2820,138240
2821,138240
2822,138240
2823,138240
2824,272384
2825,180224
2826,268032
2827,138240
2828,216832
2829,138240
2830,220672
2831,174848
2832,170496
2833,212480
2834,174848
2835,180224
2836,216832
2837,138240
2838,138240
2839,216832
2840,174848
2841,174848
2842,174848
2843,216832
2844,216832
2845,138240
2846,216832
2847,262656
2848,170496
2849,138240
2850,216832
2851,220672
2852,216832
2853,138240
2854,180224
2855,138240
2856,174848
2857,138240
2858,138240
2859,138240
2860,237056
2861,138240
2862,212480
2863,138240
2864,174848
2865,180224
2866,235776
2867,138240
2868,138240
2869,138240
2870,249088
2871,138240
2872,138240
2873,138240
2874,138240
2875,138240
2876,138240
2877,138240
2878,138240
2879,138240
2880,138240
2881,138240
2882,138240
2883,216832
2884,174848
2885,174848
2886,180224
2887,138240
2888,170496
2889,138240
2890,138240
2891,180224
2892,138240
2893,138240
2894,138240
2895,304640
2896,304640
2897,174848
2898,138240
2899,170496
2900,180224
2901,174848
2902,174848
2903,235776
2904,212480
2905,138240
2906,180224
2907,138240
2908,174848
2909,174848
2910,138240
2911,138240
2912,180224
2913,138240
2914,138240
2915,138240
2916,138240
2917,138240
2918,138240
2919,180224
